version;id;name;faulty;ef;ep;nf;np;tarantula;ochiai;tarantula_rank;ochiai_rank
23;1197;org.joda.time.field.BaseDateTimeField.getAsText(long,java.util.Locale);False;0;109;1;3719;0.0;0.0;1729.5;1729.5
23;1153;org.joda.time.DateTime.withCenturyOfEra(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;271;org.joda.time.field.DelegatedDateTimeField.getMinimumValue();False;0;24;1;3804;0.0;0.0;1729.5;1729.5
23;134;org.joda.time.field.RemainderDateTimeField.getMaximumValue();False;0;24;1;3804;0.0;0.0;1729.5;1729.5
23;1445;org.joda.time.MutableDateTime.millisOfDay();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1719;org.joda.time.chrono.GJChronology.equals(java.lang.Object);False;0;28;1;3800;0.0;0.0;1729.5;1729.5
23;749;org.joda.time.convert.MockZeroNullIntegerConverter.<clinit>();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;168;org.joda.time.chrono.AssembledChronology.halfdays();False;0;106;1;3722;0.0;0.0;1729.5;1729.5
23;2023;org.joda.time.chrono.BasicChronology.getDaysInMonthMaxForSet(long,int);False;0;19;1;3809;0.0;0.0;1729.5;1729.5
23;633;org.joda.time.chrono.EthiopicChronology.toString();False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2456;org.joda.time.Years.isLessThan(org.joda.time.Years);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3151;org.joda.time.field.OffsetDateTimeField.roundFloor(long);False;0;8;1;3820;0.0;0.0;1729.5;1729.5
23;2194;org.joda.time.MutableInterval(org.joda.time.ReadablePeriod,org.joda.time.ReadableInstant);False;0;8;1;3820;0.0;0.0;1729.5;1729.5
23;2094;org.joda.time.LocalDate.withDayOfMonth(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;34;org.joda.time.tz.CachedDateTimeZone(org.joda.time.DateTimeZone);False;0;20;1;3808;0.0;0.0;1729.5;1729.5
23;1572;org.joda.time.Period(java.lang.Object,org.joda.time.Chronology);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3170;org.joda.time.field.MillisDurationField.getName();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1460;org.joda.time.DateMidnight.parse(java.lang.String,org.joda.time.format.DateTimeFormatter);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;3348;org.joda.time.format.DateTimeFormat.mediumDate();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3485;org.joda.time.tz.ZoneInfoCompiler.writeZoneInfoMap(java.io.DataOutputStream,java.util.Map);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3250;org.joda.time.field.UnsupportedDateTimeField.set(long,java.lang.String);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3424;org.joda.time.format.ISOPeriodFormat.alternate();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;559;org.joda.time.format.ISODateTimeFormat.date();False;0;22;1;3806;0.0;0.0;1729.5;1729.5
23;2730;org.joda.time.YearMonthDay.withYear(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2179;org.joda.time.LocalTime$Property.addNoWrapToCopy(int);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;33;org.joda.time.tz.CachedDateTimeZone.forZone(org.joda.time.DateTimeZone);False;0;20;1;3808;0.0;0.0;1729.5;1729.5
23;2511;org.joda.time.Days.readResolve();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2702;org.joda.time.YearMonthDay.toInterval(org.joda.time.DateTimeZone);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;3124;org.joda.time.convert.ConverterManager.removePeriodConverter(org.joda.time.convert.PeriodConverter);False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;968;org.joda.time.chrono.BaseChronology.add(org.joda.time.ReadablePeriod,long,int);False;0;64;1;3764;0.0;0.0;1729.5;1729.5
23;3310;org.joda.time.format.DateTimeFormatterBuilder.appendHalfdayOfDayText();False;0;14;1;3814;0.0;0.0;1729.5;1729.5
23;1483;org.joda.time.DateMidnight$Property.getMillis();False;0;26;1;3802;0.0;0.0;1729.5;1729.5
23;2896;org.joda.time.Partial$Property.getField();False;0;16;1;3812;0.0;0.0;1729.5;1729.5
23;1036;org.joda.time.DateTime.plus(org.joda.time.ReadableDuration);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1449;org.joda.time.MutableDateTime.era();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2147;org.joda.time.LocalTime.plus(org.joda.time.ReadablePeriod);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2524;org.joda.time.Days.isGreaterThan(org.joda.time.Days);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1090;org.joda.time.YearMonthDay.getField(int,org.joda.time.Chronology);False;0;128;1;3700;0.0;0.0;1729.5;1729.5
23;784;org.joda.time.tz.DateTimeZoneBuilder$OfYear.setDayOfMonth(org.joda.time.Chronology,long);False;0;560;1;3268;0.0;0.0;1729.5;1729.5
23;3300;org.joda.time.format.DateTimeFormatterBuilder.appendText(org.joda.time.DateTimeFieldType);False;0;26;1;3802;0.0;0.0;1729.5;1729.5
23;2521;org.joda.time.Days.minus(org.joda.time.Days);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2542;org.joda.time.Hours.toStandardDays();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3108;org.joda.time.chrono.BasicWeekyearDateTimeField.addWrapField(long,int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1992;org.joda.time.LocalDateTime$Property.setCopy(java.lang.String,java.util.Locale);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;2647;org.joda.time.TimeOfDay.toLocalTime();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2829;org.joda.time.format.ISODateTimeFormat.time(org.joda.time.format.DateTimeFormatterBuilder,java.util.Collection,boolean,boolean,boolean,boolean);False;0;86;1;3742;0.0;0.0;1729.5;1729.5
23;2995;org.joda.time.tz.DateTimeZoneBuilder$RuleSet.addRule(org.joda.time.tz.DateTimeZoneBuilder$Rule);False;0;6;1;3822;0.0;0.0;1729.5;1729.5
23;3068;org.joda.time.chrono.LimitChronology$LimitDateTimeField.add(long,int);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;2917;org.joda.time.chrono.BasicWeekOfWeekyearDateTimeField.remainder(long);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;3294;org.joda.time.format.DateTimeFormatter.withPivotYear(int);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;91;org.joda.time.chrono.GregorianChronology.getInstance(org.joda.time.DateTimeZone,int);False;0;74;1;3754;0.0;0.0;1729.5;1729.5
23;378;org.joda.time.base.BaseDateTime.checkChronology(org.joda.time.Chronology);False;0;1297;1;2531;0.0;0.0;1729.5;1729.5
23;2416;org.joda.time.MutablePeriod.mergePeriod(org.joda.time.ReadablePeriod);False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;3481;org.joda.time.tz.ZoneInfoCompiler$DateTimeOfYear.addRecurring(org.joda.time.tz.DateTimeZoneBuilder,java.lang.String,int,int,int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1230;org.joda.time.base.AbstractInterval.checkInterval(long,long);False;0;327;1;3501;0.0;0.0;1729.5;1729.5
23;1985;org.joda.time.LocalDateTime.toLocalTime();False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;971;org.joda.time.PeriodType.getFieldType(int);False;0;361;1;3467;0.0;0.0;1729.5;1729.5
23;1506;org.joda.time.DateMidnight.withYearOfCentury(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1161;org.joda.time.DateTime.withSecondOfMinute(int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2241;org.joda.time.Period(org.joda.time.ReadableInstant,org.joda.time.ReadableInstant);False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;2365;org.joda.time.MutablePeriod.getDays();False;0;125;1;3703;0.0;0.0;1729.5;1729.5
23;506;org.joda.time.chrono.IslamicChronology.getInstance(org.joda.time.DateTimeZone);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;2792;org.joda.time.YearMonth.withYear(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;442;org.joda.time.chrono.CopticChronology.getMinYear();False;0;97;1;3731;0.0;0.0;1729.5;1729.5
23;2327;org.joda.time.Period.minusWeeks(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;660;org.joda.time.chrono.LimitChronology.toString();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3245;org.joda.time.field.UnsupportedDateTimeField.roundFloor(long);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1377;org.joda.time.base.AbstractInstant.toDateTime();False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2113;org.joda.time.format.ISODateTimeFormat.localTimeParser();False;0;34;1;3794;0.0;0.0;1729.5;1729.5
23;811;org.joda.time.format.DateTimeParserBucket$SavedField.set(long,boolean);False;0;265;1;3563;0.0;0.0;1729.5;1729.5
23;63;org.joda.time.field.PreciseDurationDateTimeField(org.joda.time.DateTimeFieldType,org.joda.time.DurationField);False;0;189;1;3639;0.0;0.0;1729.5;1729.5
23;1714;org.joda.time.MutableInterval.setChronology(org.joda.time.Chronology);False;0;22;1;3806;0.0;0.0;1729.5;1729.5
23;71;org.joda.time.DateTimeFieldType.millisOfDay();False;0;281;1;3547;0.0;0.0;1729.5;1729.5
23;1615;org.joda.time.Minutes.<clinit>();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1122;org.joda.time.chrono.GJLocaleSymbols.forLocale(java.util.Locale);False;0;96;1;3732;0.0;0.0;1729.5;1729.5
23;1477;org.joda.time.DateMidnight.minus(org.joda.time.ReadablePeriod);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;299;org.joda.time.chrono.BasicChronology.getDayOfMonth(long,int,int);False;0;1265;1;2563;0.0;0.0;1729.5;1729.5
23;2376;org.joda.time.MutablePeriod(org.joda.time.ReadableInstant,org.joda.time.ReadableDuration);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2778;org.joda.time.YearMonth.withPeriodAdded(org.joda.time.ReadablePeriod,int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2186;org.joda.time.LocalTime$Property.roundHalfFloorCopy();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1502;org.joda.time.DateMidnight.withDayOfYear(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2835;org.joda.time.MonthDay.minusDays(int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2665;org.joda.time.TimeOfDay$Property.addToCopy(int);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;3285;org.joda.time.format.DateTimeFormatterBuilder.appendTimeZoneShortName();False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;3153;org.joda.time.field.BaseDateTimeField.getAsText(org.joda.time.ReadablePartial,java.util.Locale);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;2700;org.joda.time.YearMonthDay.withChronologyRetainFields(org.joda.time.Chronology);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;415;org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.getMinimumValue();False;0;72;1;3756;0.0;0.0;1729.5;1729.5
23;1080;org.joda.time.DateTime.secondOfMinute();False;0;13;1;3815;0.0;0.0;1729.5;1729.5
23;3075;org.joda.time.field.BaseDateTimeField.getAsShortText(long);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;2802;org.joda.time.YearMonth.fromDateFields(java.util.Date);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3012;org.joda.time.tz.DateTimeZoneBuilder$PrecalculatedZone.create(java.lang.String,boolean,java.util.ArrayList,org.joda.time.tz.DateTimeZoneBuilder$DSTZone);False;0;6;1;3822;0.0;0.0;1729.5;1729.5
23;1781;org.joda.time.base.AbstractInterval.isAfter(org.joda.time.ReadableInstant);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;1424;org.joda.time.MutableDateTime.add(org.joda.time.DurationFieldType,int);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;684;org.joda.time.DateTimeFieldType.access$1300();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2316;org.joda.time.Period.withMillis(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2990;org.joda.time.tz.DateTimeZoneBuilder$RuleSet.<clinit>();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;981;org.joda.time.field.PreciseDurationField.add(long,long);False;0;68;1;3760;0.0;0.0;1729.5;1729.5
23;750;org.joda.time.convert.MockZeroNullIntegerConverter();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1717;org.joda.time.convert.ConverterManager.addIntervalConverter(org.joda.time.convert.IntervalConverter);False;0;9;1;3819;0.0;0.0;1729.5;1729.5
23;2777;org.joda.time.YearMonth.plus(org.joda.time.ReadablePeriod);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3050;org.joda.time.chrono.GJChronology$CutoverField.julianToGregorian(long);False;0;11;1;3817;0.0;0.0;1729.5;1729.5
23;468;org.joda.time.format.DateTimeFormatterBuilder$TimeZoneOffset(java.lang.String,java.lang.String,boolean,int,int);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;2163;org.joda.time.LocalTime.secondOfMinute();False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;904;org.joda.time.field.ZeroIsMaxDateTimeField.getMaximumValue();False;0;9;1;3819;0.0;0.0;1729.5;1729.5
23;3273;org.joda.time.format.DateTimeFormatter.printTo(java.io.Writer,long,org.joda.time.Chronology);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;405;org.joda.time.chrono.LimitChronology(org.joda.time.Chronology,org.joda.time.DateTime,org.joda.time.DateTime);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;2157;org.joda.time.LocalTime$Property(org.joda.time.LocalTime,org.joda.time.DateTimeField);False;0;40;1;3788;0.0;0.0;1729.5;1729.5
23;3040;org.joda.time.IllegalFieldValueException(java.lang.String,java.lang.Number,java.lang.Number,java.lang.Number);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1850;org.joda.time.chrono.BaseChronology.getDateTimeMillis(int,int,int,int);False;0;18;1;3810;0.0;0.0;1729.5;1729.5
23;2580;org.joda.time.Seconds.minus(org.joda.time.Seconds);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2308;org.joda.time.Years.getFieldType();False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;1229;org.joda.time.base.AbstractInterval();False;0;329;1;3499;0.0;0.0;1729.5;1729.5
23;1452;org.joda.time.DateMidnight(int,int,int,org.joda.time.DateTimeZone);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1666;org.joda.time.Duration.minus(long);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;899;org.joda.time.Instant.toDateTimeISO();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1363;org.joda.time.MutableDateTime.setMillis(long);False;0;104;1;3724;0.0;0.0;1729.5;1729.5
23;3166;org.joda.time.field.OffsetDateTimeField.getLeapAmount(long);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2382;org.joda.time.MutablePeriod(org.joda.time.ReadableInstant,org.joda.time.ReadableDuration,org.joda.time.PeriodType);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2038;org.joda.time.LocalDate.toDateMidnight(org.joda.time.DateTimeZone);False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;3120;org.joda.time.convert.ConverterManager.getPartialConverters();False;0;11;1;3817;0.0;0.0;1729.5;1729.5
23;3183;org.joda.time.field.PreciseDurationField.getMillis(long,long);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1121;org.joda.time.chrono.GJLocaleSymbols.<clinit>();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1119;org.joda.time.field.BaseDateTimeField.getAsShortText(long,java.util.Locale);False;0;105;1;3723;0.0;0.0;1729.5;1729.5
23;2019;org.joda.time.LocalDate.fromDateFields(java.util.Date);False;0;6;1;3822;0.0;0.0;1729.5;1729.5
23;2745;org.joda.time.field.AbstractPartialFieldProperty.hashCode();False;0;9;1;3819;0.0;0.0;1729.5;1729.5
23;3177;org.joda.time.field.MillisDurationField.getValue(long);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;3136;org.joda.time.convert.MockUnknownCalendar(java.util.TimeZone);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;370;org.joda.time.field.SkipUndoDateTimeField.getMinimumValue();False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;3353;org.joda.time.format.DateTimeFormat.longTime();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1828;org.joda.time.LocalDate.get(org.joda.time.DateTimeFieldType);False;0;17;1;3811;0.0;0.0;1729.5;1729.5
23;1103;org.joda.time.MutableDateTime(long,org.joda.time.DateTimeZone);False;0;27;1;3801;0.0;0.0;1729.5;1729.5
23;1177;org.joda.time.LocalDate(long,org.joda.time.Chronology);False;0;97;1;3731;0.0;0.0;1729.5;1729.5
23;2323;org.joda.time.Period.minusYears(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;576;org.joda.time.format.DateTimeFormatterBuilder$Composite.decompose(java.util.List,java.util.List,java.util.List);False;0;220;1;3608;0.0;0.0;1729.5;1729.5
23;1595;org.joda.time.base.AbstractDuration.toString();False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1794;org.joda.time.Interval.withChronology(org.joda.time.Chronology);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;1494;org.joda.time.base.AbstractInterval.equals(java.lang.Object);False;0;47;1;3781;0.0;0.0;1729.5;1729.5
23;2298;org.joda.time.format.PeriodFormatterBuilder$SimpleAffix.printTo(java.lang.StringBuffer,int);False;0;24;1;3804;0.0;0.0;1729.5;1729.5
23;1701;org.joda.time.base.BaseInterval(org.joda.time.ReadableDuration,org.joda.time.ReadableInstant);False;0;11;1;3817;0.0;0.0;1729.5;1729.5
23;922;org.joda.time.IllegalFieldValueException(org.joda.time.DateTimeFieldType,java.lang.Number,java.lang.Number,java.lang.Number);False;0;111;1;3717;0.0;0.0;1729.5;1729.5
23;631;org.joda.time.chrono.CopticChronology.getMinimumDaysInFirstWeek();False;0;38;1;3790;0.0;0.0;1729.5;1729.5
23;2962;org.joda.time.tz.CachedDateTimeZone$Info.getStandardOffset(long);False;0;7;1;3821;0.0;0.0;1729.5;1729.5
23;1493;org.joda.time.base.BaseInterval(org.joda.time.ReadableInstant,org.joda.time.ReadableInstant);False;0;74;1;3754;0.0;0.0;1729.5;1729.5
23;1351;org.joda.time.MutableDateTime(int,int,int,int,int,int,int,org.joda.time.Chronology);False;0;8;1;3820;0.0;0.0;1729.5;1729.5
23;2555;org.joda.time.Minutes.plus(int);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;3150;org.joda.time.convert.ReadablePartialConverter.getChronology(java.lang.Object,org.joda.time.DateTimeZone);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1500;org.joda.time.DateMidnight.withMonthOfYear(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1457;org.joda.time.DateMidnight(java.lang.Object);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;1524;org.joda.time.DateMidnight$Property.withMaximumValue();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2537;org.joda.time.Hours.toStandardMinutes();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1663;org.joda.time.base.AbstractDuration.isShorterThan(org.joda.time.ReadableDuration);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2295;org.joda.time.format.PeriodFormatterBuilder$Composite.printTo(java.lang.StringBuffer,org.joda.time.ReadablePeriod,java.util.Locale);False;0;82;1;3746;0.0;0.0;1729.5;1729.5
23;1896;org.joda.time.MockPartial.getFields();False;0;8;1;3820;0.0;0.0;1729.5;1729.5
23;1396;org.joda.time.MutableDateTime.setMinuteOfDay(int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1014;org.joda.time.field.BaseDateTimeField.getMinimumValue(org.joda.time.ReadablePartial);False;0;522;1;3306;0.0;0.0;1729.5;1729.5
23;22;org.joda.time.tz.DateTimeZoneBuilder.readFrom(java.io.DataInput,java.lang.String);False;0;19;1;3809;0.0;0.0;1729.5;1729.5
23;745;org.joda.time.convert.DateConverter.getInstantMillis(java.lang.Object,org.joda.time.Chronology);False;0;49;1;3779;0.0;0.0;1729.5;1729.5
23;1072;org.joda.time.DateTime.property(org.joda.time.DateTimeFieldType);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;907;org.joda.time.chrono.GregorianChronology.getInstance();False;0;41;1;3787;0.0;0.0;1729.5;1729.5
23;3460;org.joda.time.tz.ZoneInfoCompiler();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1651;org.joda.time.format.PeriodFormatter(org.joda.time.format.PeriodPrinter,org.joda.time.format.PeriodParser);False;0;60;1;3768;0.0;0.0;1729.5;1729.5
23;1030;org.joda.time.chrono.ZonedChronology$ZonedDateTimeField.roundFloor(long);False;0;211;1;3617;0.0;0.0;1729.5;1729.5
23;2804;org.joda.time.YearMonth$Property.getYearMonth();False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1069;org.joda.time.DateTime.year();False;0;33;1;3795;0.0;0.0;1729.5;1729.5
23;1089;org.joda.time.YearMonthDay.size();False;0;163;1;3665;0.0;0.0;1729.5;1729.5
23;865;org.joda.time.Duration(long);False;0;126;1;3702;0.0;0.0;1729.5;1729.5
23;1320;org.joda.time.chrono.GJDayOfWeekDateTimeField.getMaximumShortTextLength(java.util.Locale);False;0;3;1;3825;0.0;0.0;1729.5;1729.5
23;2293;org.joda.time.format.PeriodFormatterBuilder$FieldFormatter.countFieldsToPrint(org.joda.time.ReadablePeriod,int,java.util.Locale);False;0;72;1;3756;0.0;0.0;1729.5;1729.5
23;1216;org.joda.time.field.FieldUtils.getWrappedValue(int,int,int);False;0;54;1;3774;0.0;0.0;1729.5;1729.5
23;2767;org.joda.time.YearMonth.plusMonths(int);False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;1982;org.joda.time.chrono.CopticChronology.getDateTimeMillis(int,int,int,int);False;0;40;1;3788;0.0;0.0;1729.5;1729.5
23;3020;org.joda.time.chrono.GJChronology.readResolve();False;0;4;1;3824;0.0;0.0;1729.5;1729.5
23;1823;org.joda.time.LocalDateTime(java.lang.Object);False;0;15;1;3813;0.0;0.0;1729.5;1729.5
23;2126;org.joda.time.LocalTime.fromCalendarFields(java.util.Calendar);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1058;org.joda.time.base.AbstractDateTime.getWeekyear();False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;884;org.joda.time.base.AbstractInstant.isAfterNow();False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1953;org.joda.time.LocalDateTime.minusMinutes(int);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2742;org.joda.time.chrono.BasicMonthOfYearDateTimeField.add(org.joda.time.ReadablePartial,int,int[],int);False;0;11;1;3817;0.0;0.0;1729.5;1729.5
23;2305;org.joda.time.Years(int);False;0;21;1;3807;0.0;0.0;1729.5;1729.5
23;385;org.joda.time.field.DelegatedDateTimeField.set(long,int);False;0;111;1;3717;0.0;0.0;1729.5;1729.5
23;2824;org.joda.time.MonthDay.toString(java.lang.String);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;1552;org.joda.time.base.BaseDuration(org.joda.time.ReadableInstant,org.joda.time.ReadableInstant);False;0;5;1;3823;0.0;0.0;1729.5;1729.5
23;1718;org.joda.time.convert.ConverterManager.checkAlterIntervalConverters();False;0;11;1;3817;0.0;0.0;1729.5;1729.5
23;3107;org.joda.time.field.ImpreciseDateTimeField.getDifferenceAsLong(long,long);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;3290;org.joda.time.format.DateTimeFormatterBuilder.appendTwoDigitYear(int,boolean);False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;1215;org.joda.time.field.FieldUtils.getWrappedValue(int,int,int,int);False;0;54;1;3774;0.0;0.0;1729.5;1729.5
23;105;org.joda.time.DateTimeFieldType.year();False;0;1436;1;2392;0.0;0.0;1729.5;1729.5
23;2201;org.joda.time.MutableInterval.setEndMillis(long);False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;112;org.joda.time.field.OffsetDateTimeField(org.joda.time.DateTimeField,int);False;0;71;1;3757;0.0;0.0;1729.5;1729.5
23;933;org.joda.time.base.BaseDateTime(org.joda.time.DateTimeZone);False;0;6;1;3822;0.0;0.0;1729.5;1729.5
23;1754;org.joda.time.chrono.CopticChronology.readResolve();False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;2384;org.joda.time.MutablePeriod(java.lang.Object,org.joda.time.Chronology);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1700;org.joda.time.Interval(org.joda.time.ReadableDuration,org.joda.time.ReadableInstant);False;0;6;1;3822;0.0;0.0;1729.5;1729.5
23;689;org.joda.time.DateTimeFieldType.access$1100();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;479;org.joda.time.format.DateTimeFormatter.selectChronology(org.joda.time.Chronology);False;0;683;1;3145;0.0;0.0;1729.5;1729.5
23;2867;org.joda.time.MonthDay$Property.setCopy(java.lang.String);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2232;org.joda.time.Period(long,long);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1722;org.joda.time.Interval(org.joda.time.ReadablePeriod,org.joda.time.ReadableInstant);False;0;9;1;3819;0.0;0.0;1729.5;1729.5
23;249;org.joda.time.field.ZeroIsMaxDateTimeField.getLeapDurationField();False;0;48;1;3780;0.0;0.0;1729.5;1729.5
23;2547;org.joda.time.Hours.toStandardDuration();False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;136;org.joda.time.DateTimeFieldType.era();False;0;41;1;3787;0.0;0.0;1729.5;1729.5
23;2544;org.joda.time.Hours.plus(org.joda.time.Hours);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2834;org.joda.time.MonthDay.withPeriodAdded(org.joda.time.ReadablePeriod,int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1527;org.joda.time.chrono.BasicMonthOfYearDateTimeField.remainder(long);False;0;8;1;3820;0.0;0.0;1729.5;1729.5
23;598;org.joda.time.format.DateTimeFormatterBuilder.appendFraction(org.joda.time.DateTimeFieldType,int,int);False;0;10;1;3818;0.0;0.0;1729.5;1729.5
23;1581;org.joda.time.base.AbstractPeriod.getValues();False;0;119;1;3709;0.0;0.0;1729.5;1729.5
23;73;org.joda.time.DateTimeFieldType.secondOfDay();False;0;32;1;3796;0.0;0.0;1729.5;1729.5
23;1191;org.joda.time.field.AbstractReadableInstantFieldProperty.toString();False;0;61;1;3767;0.0;0.0;1729.5;1729.5
23;3396;org.joda.time.format.DateTimeFormatterBuilder.checkPrinter(org.joda.time.format.DateTimePrinter);False;0;1;1;3827;0.0;0.0;1729.5;1729.5
23;2479;org.joda.time.Months.minus(int);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;2584;org.joda.time.Seconds.parseSeconds(java.lang.String);False;0;2;1;3826;0.0;0.0;1729.5;1729.5
23;1599;org.joda.time.PeriodType.withFieldRemoved(int,java.lang.String);False;0;45;1;3783;0.0;0.0;1729.5;1729.5
